"kingdom","group","location","website","lat","lng"
"Kingdom of the Middle","Barony of Andelcrag","the western lower peninsula of Michigan, from the shores of Lake Michigan to approximately M-66, and from Manistee and Ludington in the north to the s","https://andelcrag.midrealm.org/","41.775325","-87.862847"
"Kingdom of the Middle","Barony of Ayreton","Ohio","https://ayreton.midrealm.org/","40.225357","-82.688140"
"Kingdom of the Middle","Barony of Blackstone","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of Brendoken","Ohio","https://brendoken.midrealm.org/","40.225357","-82.688140"
"Kingdom of the Middle","Barony of Carraig","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of Cynnabar","Southeast Michigan","https://cynnabar.midrealm.org/","42.884730","-85.534472"
"Kingdom of the Middle","Barony of Donnershafen","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of Fenix","Ohio","https://fenix.midrealm.org/","40.225357","-82.688140"
"Kingdom of the Middle","Barony of Flame","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of Flaming","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of Illiton","the Peoria, Tazewell, Stark, Marshall, Knox, Mason, Fulton counties and Woodford county except for the area east of I-39 areas","https://illiton.midrealm.org/","40.753485","-89.747403"
"Kingdom of the Middle","Barony of Jararvellir","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of Middle","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of North","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of Northwoods","Ohio","https://northwoods.midrealm.org/","40.225357","-82.688140"
"Kingdom of the Middle","Barony of Red","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of Redspears","Ohio","https://redspears.midrealm.org/","40.225357","-82.688140"
"Kingdom of the Middle","Barony of Rivenstar","the Lafayette | West Lafayette | Purdue University, Indiana area","https://rivenstar.midrealm.org/","41.775325","-87.862847"
"Kingdom of the Middle","Barony of Roaring","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of Shadowed","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of Shattered","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of Sternfeld","Ohio","https://sternfeld.midrealm.org/","40.225357","-82.688140"
"Kingdom of the Middle","Barony of the","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of the Cleftlands","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of the Flame","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of the Flame's","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Barony of the Middle","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Canton of Ealdnordwuda","Ohio","https://ealdnordwuda.midrealm.org/","40.225357","-82.688140"
"Kingdom of the Middle","Canton of Ealdnorwuda","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Canton of Hawkes","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Canton of Hrothgeirsfjordr","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Canton of Lochmorrow","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Canton of Pferdestadt","the Middle Kingdom","https://pferdestadt.midrealm.org/","41.775325","-87.862847"
"Kingdom of the Middle","Canton of Rimsholt","Grand Rapids Michigan and the surrounding areas in Kent County","https://rimsholt.midrealm.org/","41.892027","-87.628092"
"Kingdom of the Middle","Canton of Rokkehealden","Ohio","https://rokkehealden.midrealm.org/","40.225357","-82.688140"
"Kingdom of the Middle","Canton of Vanished","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Canton of Woods","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Riding of Hawkland","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Riding of Hawland","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Shire of Abhainn","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Shire of Caer","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Shire of Dark","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Shire of Dernehealde","Ohio","https://dernehealde.midrealm.org/","40.225357","-82.688140"
"Kingdom of the Middle","Shire of Dragonsmark","Central Kentucky in and around Lexington","https://dragonsmark.midrealm.org/","41.887429","-87.765604"
"Kingdom of the Middle","Shire of Falcon's","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Shire of Korsvag","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Shire of Mugmort","the Middle Kingdom of the SCA","https://mugmort.midrealm.org/","41.775325","-87.862847"
"Kingdom of the Middle","Shire of Mynydd","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Shire of Narrental","Cass County, Miami County, the south-western part of Wabash County, and the western part of Fulton County","https://narrental.midrealm.org/","39.968213","-90.250722"
"Kingdom of the Middle","Shire of Ravenslake","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Shire of Rivenvale","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Shire of Stormvale","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Middle","Shire of Swordcliff","Springfield, Illinois, is a part of the Society for Creative Anachronism (SCA) , a non-profit international organization dedicated to researching and","https://swordcliff.midrealm.org/","39.799017","-89.643957"
"Kingdom of the Middle","Shire of White","Indiana, Illinois, Ohio, the Lower Peninsula of Michigan, and parts of Kentucky, Iowa, and Ontario","https://midrealm.org/","38.948050","-84.958173"
"Kingdom of the Outlands","Barony of Aarquelle","Pueblo, CO","https://aarquelle.outlands.org","38.263995","-104.614187"
"Kingdom of the Outlands","Barony of Caer Galen","Boulder, CO","https://caergalen.outlands.org","40.014986","-105.270545"
"Kingdom of the Outlands","Barony of Caerthe","Denver, CO","https://caerthe.outlands.org","39.739236","-104.984862"
"Kingdom of the Outlands","Barony of Dragonsspine","Colorado Springs, CO","https://dragonsspine.outlands.org","38.833958","-104.825348"
"Kingdom of the Outlands","Barony of Unser Hafen","Fort Collins, CO","https://unserhafen.outlands.org","40.587178","-105.077011"
"Kingdom of the Outlands","Barony of al-Barran","Albuquerque, NM","https://al-barran.outlands.org/","35.084103","-106.650985"
"Kingdom of the Outlands","College of Blaiddwyn","UNM, Albuquerque, NM","https://blaiddwyn.unm.edu/","35.086633","-106.620209"
"Kingdom of the Outlands","College of St. Golias","Socorro, NM","http://www.saintgolias.outlands.org/","34.057286","-106.893080"
"Kingdom of the Outlands","Shire of Blackwater Keep","Portales & Clovis, NM","https://blackwater.outlands.org","34.185964","-103.337337"
"Kingdom of the Outlands","Shire of Bryngolau","Los Alamos & Espanola, NM","https://bryngolau.outlands.org","35.984931","-106.080661"
"Kingdom of the Outlands","Shire of Draca Mor","Grand Junction, CO","https://dracamor.outlands.org","39.067257","-108.564480"
"Kingdom of the Outlands","Shire of Drygestan","Santa Fe & Las Vegas, NM","https://drygestan.outlands.org","35.593444","-105.230217"
"Kingdom of the Outlands","Shire of Fontaine dans Sable","Farmington, NM","https://fontaine.outlands.org","36.729115","-108.205445"
"Kingdom of the Outlands","Shire of Nahrun Kabirun","Las Cruces, NM","https://nahrunkabirun.outlands.org","32.314035","-106.779807"
"Kingdom of the Outlands","Shire of Rio de las Animas","Durango, CO","https://riodelasanimas.wordpress.com/","37.276948","-107.876600"
"Kingdom of the Outlands","Shire of White Mountain","White Sands & Alamogordo, NM","https://whitemountain.outlands.org","32.838706","-105.989136"
"Kingdom of the Outlands","Shire of Windkeep","Cheyenne, WY","https://windkeep.outlands.org","41.139981","-104.820246"
"Kingdom of the West","Barony of Darkwood","Northern California","https://mists.westkingdom.org/branches-groups/#darkwood","38.513467","-122.104512"
"Kingdom of the West","Barony of Eskalya","Alaska","","64.445961","-149.680909"
"Kingdom of the West","Barony of Fettburg","Northern Central Valley, California","https://fettburg.westkingdom.org/","38.513467","-122.104512"
"Kingdom of the West","Barony of Rivenoak","Northern Central Valley, California","http://rivenoak.westkingdom.org/","38.513467","-122.104512"
"Kingdom of the West","Barony of Selveirgard","Alaska","","64.445961","-149.680909"
"Kingdom of the West","Barony of Westermark","Northern California","https://mists.westkingdom.org/branches-groups/#westermark","38.513467","-122.104512"
"Kingdom of the West","Barony of Winter's Gate","Alaska","","64.445961","-149.680909"
"Kingdom of the West","Canton of Hawk's Haven","Northern California","https://mists.westkingdom.org/branches-groups/#hawks-haven","38.513467","-122.104512"
"Kingdom of the West","Canton of Montagne du Roi","Northern California","https://mists.westkingdom.org/branches-groups/#montaigne-du-roi","38.513467","-122.104512"
"Kingdom of the West","College of Saint Boniface","Alaska","","64.445961","-149.680909"
"Kingdom of the West","College of Saint Katherine","Northern California","https://mists.westkingdom.org/branches-groups/#college-of-st-katherine","38.513467","-122.104512"
"Kingdom of the West","College of St. David","Northern California","https://mists.westkingdom.org/branches-groups/#college-of-st-davis","38.513467","-122.104512"
"Kingdom of the West","Principality of Cynagua","Northern Central Valley, California","http://cynagua.westkingdom.org","38.513467","-122.104512"
"Kingdom of the West","Principality of Oertha","Northern Central Valley, California","http://oertha.westkingdom.org","38.513467","-122.104512"
"Kingdom of the West","Principality of the Mists","Northern Central Valley, California","http://mists.westkingdom.org","38.513467","-122.104512"
"Kingdom of the West","Province of Golden Rivers","Northern Central Valley, California","http://www.goldenrivers.westkingdom.org/","38.513467","-122.104512"
"Kingdom of the West","Province of Silver Desert","Northern Central Valley, California","http://silverdesert.westkingdom.org/","38.513467","-122.104512"
"Kingdom of the West","Province of Southern Shores","Northern California","https://mists.westkingdom.org/branches-groups/#southern-shores","38.513467","-122.104512"
"Kingdom of the West","Province of the Mists","Northern California","https://mists.westkingdom.org/branches-groups/#province-of-the-mists","38.513467","-122.104512"
"Kingdom of the West","Shire of Belogor","Northern Central Valley, California","http://www.crystalmist.org/","38.513467","-122.104512"
"Kingdom of the West","Shire of Caldarium","Northern California","https://mists.westkingdom.org/branches-groups/#caldarium","38.513467","-122.104512"
"Kingdom of the West","Shire of Canale","Northern Central Valley, California","http://canale.westkingdom.org/","38.513467","-122.104512"
"Kingdom of the West","Shire of Champclair","Northern Central Valley, California","https://www.facebook.com/groups/653122331461417/","38.513467","-122.104512"
"Kingdom of the West","Shire of Cloondara","Northern California","https://mists.westkingdom.org/branches-groups/#cloondara","38.513467","-122.104512"
"Kingdom of the West","Shire of Crosston","Northern California","https://mists.westkingdom.org/branches-groups/#crosston","38.513467","-122.104512"
"Kingdom of the West","Shire of Danegeld Tor","Northern Central Valley, California","https://danegeldtor.westkingdom.org/","38.513467","-122.104512"
"Kingdom of the West","Shire of Earngyld","Alaska","","64.445961","-149.680909"
"Kingdom of the West","Shire of Fendrake Marsh","Churchill and Lyon Counties, NV","","39.613631","-118.419195"
"Kingdom of the West","Shire of Hrafnafjordr","Alaska","","64.445961","-149.680909"
"Kingdom of the West","Shire of Mountain's Gate","Northern Central Valley, California","http://mountainsgate.westkingdom.org/","38.513467","-122.104512"
"Kingdom of the West","Shire of Pavlok Gorod","Alaska","","64.445961","-149.680909"
"Kingdom of the West","Shire of Teufelberg","Northern California","https://mists.westkingdom.org/branches-groups/#teufelberg","38.513467","-122.104512"
"Kingdom of the West","Shire of Thistletorr","Colusa and Sutter Counties, CA","","39.146558","-122.220956"
"Kingdom of the West","Shire of Vakkerfjell","Northern Central Valley, California","https://www.facebook.com/groups/131805570222282/","38.513467","-122.104512"
"Kingdom of the West","Shire of Vinhold","Northern California","https://mists.westkingdom.org/branches-groups/#vinhold","38.513467","-122.104512"
"Kingdom of the West","Shire of Windy Meads","Northern Central Valley, California","https://www.facebook.com/groups/409695855792198","38.513467","-122.104512"
"Kingdom of the West","Shire of Wolfscairn","Northern California","https://mists.westkingdom.org/branches-groups/#wolfscairn","38.513467","-122.104512"
