kingdom,group,type,calendar_id,website,social,date_last_checked
Kingdom of the Middle,Shire of Ravenslake,shire,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Rivenvale,shire,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Rokkehealden,shire,No Calendar Listed,https://rokkehealden.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Shadowed Stars,shire,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Stormvale,shire,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Swordcliff,shire,No Calendar Listed,https://swordcliff.midrealm.org/,,2026-06-22
Kingdom of the Middle,Shire of Tirnewydd,shire,No Calendar Listed,https://www.midrealm.org/,,2026-06-22
Kingdom of the Outlands,Barony of Aarquelle,barony,https://www.google.com/calendar/ical/aarquelle%40gmail.com/public/basic.ics,https://aarquelle.outlands.org,,2026-06-22
Kingdom of the Outlands,Barony of Caer Galen,barony,No Calendar Listed,https://caergalen.outlands.org,,2026-06-22
Kingdom of the Outlands,Barony of Caerthe,barony,No Calendar Listed,https://caerthe.outlands.org,,2026-06-22
Kingdom of the Outlands,Barony of Dragonsspine,barony,No Calendar Listed,https://dragonsspine.outlands.org,,2026-06-22
Kingdom of the Outlands,Barony of Unser Hafen,barony,https://calendar.google.com/calendar/ical/5pb6cnjq95h42r903klmf27sqk%40group.calendar.google.com/public/basic.ics,https://unserhafen.outlands.org,,2026-06-22
Kingdom of the Outlands,Barony of al-Barran,barony,No Calendar Listed,https://al-barran.outlands.org/,,2026-06-22
Kingdom of the Outlands,College of Blaiddwyn,college,No Calendar Listed,https://blaiddwyn.unm.edu/,,2026-06-22
Kingdom of the Outlands,College of St. Golias,college,No Calendar Listed,http://www.saintgolias.outlands.org/,,2026-06-22
Kingdom of the Outlands,Shire of Blackwater Keep,shire,No Calendar Listed,,,2026-06-22
Kingdom of the Outlands,Shire of Bryngolau,shire,No Calendar Listed,https://bryngolau.outlands.org,,2026-06-22
Kingdom of the Outlands,Shire of Draca Mor,shire,No Calendar Listed,https://dracamor.outlands.org,,2026-06-22
Kingdom of the Outlands,Shire of Drygestan,shire,No Calendar Listed,https://drygestan.outlands.org,,2026-06-22
Kingdom of the Outlands,Shire of Fontaine dans Sable,shire,No Calendar Listed,https://fontaine.outlands.org,,2026-06-22
Kingdom of the Outlands,Shire of Nahrun Kabirun,shire,No Calendar Listed,,,2026-06-22
Kingdom of the Outlands,Shire of Rio de las Animas,shire,No Calendar Listed,https://riodelasanimas.wordpress.com/,,2026-06-22
Kingdom of the Outlands,Shire of White Mountain,shire,https://whitemountain.outlands.org/?ical=1,https://whitemountain.outlands.org,,2026-06-22
Kingdom of the Outlands,Shire of Windkeep,shire,No Calendar Listed,https://windkeep.outlands.org,,2026-06-22
Kingdom of the West,Barony of Darkwood,barony,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#darkwood,,2026-06-22
Kingdom of the West,Barony of Eskalya,barony,No Calendar Listed,,,2026-06-22
Kingdom of the West,Barony of Fettburg,barony,No Calendar Listed,https://fettburg.westkingdom.org/,,2026-06-22
Kingdom of the West,Barony of Rivenoak,barony,No Calendar Listed,http://rivenoak.westkingdom.org/,,2026-06-22
Kingdom of the West,Barony of Selveirgard,barony,No Calendar Listed,,,2026-06-22
Kingdom of the West,Barony of Westermark,barony,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#westermark,,2026-06-22
Kingdom of the West,Barony of Winter's Gate,barony,No Calendar Listed,,,2026-06-22
Kingdom of the West,Canton of Hawk's Haven,canton,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#hawks-haven,,2026-06-22
Kingdom of the West,Canton of Montagne du Roi,canton,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#montaigne-du-roi,,2026-06-22
Kingdom of the West,College of Saint Boniface,college,No Calendar Listed,,,2026-06-22
Kingdom of the West,College of Saint Katherine,college,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#college-of-st-katherine,,2026-06-22
Kingdom of the West,College of St. David,college,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#college-of-st-davis,,2026-06-22
Kingdom of the West,Principality of Cynagua,principality,No Calendar Listed,http://cynagua.westkingdom.org,,2026-06-22
Kingdom of the West,Principality of Oertha,principality,No Calendar Listed,http://oertha.westkingdom.org,,2026-06-22
Kingdom of the West,Principality of the Mists,principality,No Calendar Listed,http://mists.westkingdom.org,,2026-06-22
Kingdom of the West,Province of Golden Rivers,province,No Calendar Listed,http://www.goldenrivers.westkingdom.org/,,2026-06-22
Kingdom of the West,Province of Silver Desert,province,No Calendar Listed,http://silverdesert.westkingdom.org/,,2026-06-22
Kingdom of the West,Province of Southern Shores,province,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#southern-shores,,2026-06-22
Kingdom of the West,Province of the Mists,province,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#province-of-the-mists,,2026-06-22
Kingdom of the West,Shire of Belogor,shire,No Calendar Listed,,,2026-06-22
Kingdom of the West,Shire of Caldarium,shire,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#caldarium,,2026-06-22
Kingdom of the West,Shire of Canale,shire,No Calendar Listed,http://canale.westkingdom.org/,,2026-06-22
Kingdom of the West,Shire of Champclair,shire,No Calendar Listed,https://www.facebook.com/groups/653122331461417/,,2026-06-22
Kingdom of the West,Shire of Cloondara,shire,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#cloondara,,2026-06-22
Kingdom of the West,Shire of Crosston,shire,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#crosston,,2026-06-22
Kingdom of the West,Shire of Danegeld Tor,shire,No Calendar Listed,https://danegeldtor.westkingdom.org/,,2026-06-22
Kingdom of the West,Shire of Earngyld,shire,No Calendar Listed,,,2026-06-22
Kingdom of the West,Shire of Fendrake Marsh,shire,No Calendar Listed,,,2026-06-22
Kingdom of the West,Shire of Hrafnafjordr,shire,No Calendar Listed,,,2026-06-22
Kingdom of the West,Shire of Mountain's Gate,shire,No Calendar Listed,http://mountainsgate.westkingdom.org/,,2026-06-22
Kingdom of the West,Shire of Pavlok Gorod,shire,No Calendar Listed,,,2026-06-22
Kingdom of the West,Shire of Teufelberg,shire,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#teufelberg,,2026-06-22
Kingdom of the West,Shire of Thistletorr,shire,No Calendar Listed,,,2026-06-22
Kingdom of the West,Shire of Vakkerfjell,shire,No Calendar Listed,https://www.facebook.com/groups/131805570222282/,,2026-06-22
Kingdom of the West,Shire of Vinhold,shire,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#vinhold,,2026-06-22
Kingdom of the West,Shire of Windy Meads,shire,No Calendar Listed,https://www.facebook.com/groups/409695855792198,,2026-06-22
Kingdom of the West,Shire of Wolfscairn,shire,No Calendar Listed,https://mists.westkingdom.org/branches-groups/#wolfscairn,,2026-06-22
